REQUIREMENT_ID,PHASE,MATRIX_STATUS_AT_fa6dee2,FINAL_CLASSIFICATION,V1_SCOPE,BASIS
PCA-NFR-044,PCA-16,SOURCE_COMPLETE_VALIDATION_PENDING,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
PCA-NFR-045,PCA-16,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-NFR-050,PCA-0,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-NFR-051,PCA-0+PCA-17,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-NFR-052,PCA-0,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-NFR-053,PCA-5+PCA-14,SOURCE_COMPLETE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-NFR-054,PCA-0,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-NFR-060,PCA-17+PCA-10,SOURCE_COMPLETE,COMPLIANCE_REQUIRED,V1_REQUIRED,Legal/policy/store sign-off outstanding (A13)
PCA-NFR-061,PCA-17+PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-NFR-062,PCA-17+PCA-10,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-NFR-063,PCA-17+PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-NFR-064,PCA-17+PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-PRIV-001,PCA-8,SOURCE_COMPLETE,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
PCA-PRIV-002,PCA-5+PCA-17,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-001,PCA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-002,PCA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-SEC-010,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-011,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-012,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-013,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-014,PCA-12,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-015,PCA-13+PCA-15,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-017,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-018,PCA-13+PCA-15,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-019,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-020,PCA-13+PCA-15,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-021,PCA-11,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-022,PCA-11,PARTIAL,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-SEC-023,PCA-17,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-024,PCA-13+PCA-15,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-SEC-025,PCA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-SEC-026,PCA-12,SOURCE_COMPLETE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-001,PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-002,PCA-1+PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-003,PCA-1+PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-004,PCA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-005,PCA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-006,PCA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-007,PCA-10,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-008,PCA-1+PCA-2,PARTIAL,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
PCA-ADD-ENR-009,PCA-2,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_OWNER_DECISION,V1_REQUIRED,Blocked on a named owner decision (A19)
PCA-ADD-ENR-010,PCA-15,SOURCE_COMPLETE,IOS_ENTITLEMENT_REQUIRED,POST_V1,A6: host-app composition layer is unwritten code = POST_V1 source debt. Entitlement/device gate applies to runtime enforcement validation only; macOS+Xcode is NOT a gate (CI has a macos-14 runner).
PCA-ADD-ENR-011,PCA-10+PCA-16,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-012,PCA-10+PCA-13,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-013,PCA-10+PCA-11+PCA-13,SOURCE_COMPLETE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-014,PCA-13,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-015,PCA-13+PCA-17,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-016,PCA-10+PCA-11+PCA-13,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-017,PCA-10+PCA-11,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-018,PCA-11+PCA-13,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-019,PCA-2+PCA-10+PCA-13+PCA-15,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-020,PCA-11+PCA-13,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-021,PCA-10+PCA-13+PCA-15,SOURCE_COMPLETE,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
PCA-ADD-ENR-022,PCA-1+PCA-11,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-023,PCA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-ENR-024,PCA-1+PCA-11+PCA-13,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-ENR-025,PCA-1+PCA-2+PCA-10+PCA-11+PCA-13+PCA-15,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-PA-001,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-002,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-003,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-004,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-005,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-006,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-007,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-008,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-009,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-010,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-011,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-012,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-013,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-014,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-015,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-016,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-017,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-018,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-019,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-020,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_INFRA_REQUIRED,V1_REQUIRED,Needs deployed production infrastructure (A14)
PCA-ADD-PA-021,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-022,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-023,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-024,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-025,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-026,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-027,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-028,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-054,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-029,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-030,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-031,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-032,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-049,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-050,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-033,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-034,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-035,PCA-PA-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-036,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-037,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-038,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-039,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-040,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-046,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-047,PCA-PA-2+PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-BILL-001,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-045,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-002,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-005A,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-003,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-004,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-005,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-006,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-007,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-008,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-009,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-010,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-BILL-011,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-012,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-013,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-014,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-043,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-044,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-015,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-016,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-017,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-018,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-019,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-020,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-021,PCA-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-022,PCA-BILL-1,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-023,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-024,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-025,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-026,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-027,PCA-BILL-2,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-028,PCA-BILL-2,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-029,PCA-BILL-2,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-030,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-031,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-032,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-BILL-033,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-BILL-034,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-BILL-035,PCA-BILL-2,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-036,PCA-BILL-3,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-037,PCA-BILL-3,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-BILL-038,PCA-BILL-3,SOURCE_COMPLETE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-PA-041,PCA-PA-4,SOURCE_COMPLETE_EXTERNAL_GATE,PRODUCTION_INFRA_REQUIRED,V1_REQUIRED,Needs deployed production infrastructure (A14)
PCA-ADD-PA-042,PCA-PA-4,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-043,PCA-PA-3,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-044,PCA-PA-3,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-045,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-046,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-039,PCA-MYKIDS-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-PA-047,PCA-MYKIDS-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-040,PCA-MYKIDS-BILL-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-BILL-041,PCA-PA-1,SOURCE_COMPLETE_EXTERNAL_GATE,COMMERCIAL_PROVIDER_REQUIRED,V1_OPTIONAL,No provider/merchant/bank; entitlement enforcement works without one (A12)
PCA-ADD-PA-048,PCA-PA-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-001,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-002,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-003,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-004,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-005,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-006,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-007,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-008,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-009,PCA-AUTH-SESSION-1,SOURCE_COMPLETE_EXTERNAL_GATE,SOURCE_COMPLETE_EXTERNAL_GATE,V1_REQUIRED,Fail-closed pending PCA-DEC-020/021 crypto review (A11)
PCA-ADD-IDENT-010,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
