COPY_ID,PLATFORM,FILE,KEY_OR_LOCATION,LANGUAGE,CURRENT_TEXT,AUDIENCE,CURRENT_CONCEPT,FAMILY_TERM_PRESENT,TERM_NECESSARY,RISK_TYPE,RECOMMENDED_TEXT,ACTION,OWNER,STATUS,TEST_EVIDENCE
COPY-050,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 50,EN,Account: {{familyId}},operator,"Template uses the {{familyId}} interpolation placeholder — internal identifier, never renamed.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 50 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-051,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 51,EN,No account found with this family ID,operator,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 51 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-052,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 52,EN,"""familyIdLabel"": ""Family ID""",operator,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 52 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-053,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 53,EN,No entitlement record found for this family ID,operator,Billing/entitlement language. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 53 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-054,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 54,EN,"""STAFF_FAMILY"": ""Staff family""",operator,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 54 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-055,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 55,EN,A family can never grant capacity to itself,operator,Entitlement self-grant guard language. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 55 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-056,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 56,EN,Never shown to the family or to SUPPORT_ADMIN,operator,Internal Platform Administration context.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 56 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-057,PlatformAdmin,platform-admin-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 57,AR,"""familyId"": ""معرّف الأسرة""",operator,Mirrors row 49.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 57 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-058,PlatformAdmin,platform-admin-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 58,AR,الحساب: {{familyId}},operator,Mirrors row 50; {{familyId}} placeholder preserved.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 58 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-059,PlatformAdmin,platform-admin-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 59,AR,"""familyIdLabel"": ""معرّف الأسرة""",operator,Mirrors row 52.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 59 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-060,PlatformAdmin,platform-admin-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 60,AR,لم يتم العثور على سجل استحقاق بمعرّف الأسرة هذا,operator,Mirrors row 53.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 60 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-061,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 61,EN,queued to sync when the family connection is next available,child,"Describes network/backend connectivity of the account, not child experience; no natural child-centric substitute preserves meaning.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 61 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-062,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 62,EN,"wellbeing_category_family_help"">Family help",child,"Real-world referent is other family members, not the child — a Family->Children swap would corrupt the meaning.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 62 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-063,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 63,EN,a book that means a lot to your family,child,Genuine reference to the child's actual family; already natural child-facing (2nd-person) copy.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 63 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-064,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 64,EN,a short recitation or talk your family enjoys,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 64 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-065,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 65,EN,Share something kind with a family member,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 65 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-066,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 66,EN,Tell someone in your family one thing you appreciate,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 66 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-067,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 67,EN,Help a family member with something small,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 67 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-068,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 68,EN,Ask a family member if they need a hand,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 68 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-069,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 69,EN,Help set or clear the table for a meal,child,"No ""family"" token present.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 69 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-070,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 70,EN,Help a younger sibling with something,child,"No ""family"" token present; already a specific, natural relationship term.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 70 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-071,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 71,EN,carry or organize something for a family member,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 71 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-072,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 72,EN,helping with a family errand or project,child,Same as row 63.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 72 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-073,Android,android/app/src/main/res/values/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 73,EN,this device isn't connected to your parent's settings right now,child,"Child-facing device banner (same screen as ""Ask a parent""); reworded from ""your family's settings"" to match the established parent-addressing convention on this surface.",yes,no,unnecessary-fear,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REWRITE_FOR_CLARITY,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 73 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-074,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 74,AR,لمزامنته عند توفر اتصال العائلة,child,Mirrors row 61.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 74 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-075,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 75,AR,"wellbeing_category_family_help"">مساعدة العائلة",child,Mirrors row 62.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 75 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-076,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 76,AR,شارك شيئًا لطيفًا مع أحد أفراد العائلة,child,Mirrors row 65.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 76 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-077,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 77,AR,اسأل أحد أفراد عائلتك,child,Mirrors row 68.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 77 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-078,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 78,AR,ساعد في تجهيز الطاولة,child,Mirrors row 69.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 78 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-079,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 79,AR,ساعد أخًا أو أختًا أصغر,child,Mirrors row 70.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 79 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-080,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 80,AR,اعرض حمل أو ترتيب شيء لأحد أفراد العائلة,child,Mirrors row 71.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 80 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-081,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 81,AR,اقضِ بعض الوقت في مساعدة العائلة بمهمة أو مشروع,child,Mirrors row 72.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 81 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-082,Android,android/app/src/main/res/values-ar/strings.xml,RECOVERY_TERMINOLOGY_AUDIT.csv row 82,AR,هذا الجهاز غير متصل حاليًا بإعدادات والديك,child,"Mirrors row 73; ""والديك"" (""your parents"") matches existing precedent in this same file (""أحد الوالدين"").",yes,no,unnecessary-fear,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REWRITE_FOR_CLARITY,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 82 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-200,ParentWeb,parent-web/index.html,"line 9 <meta name=""description"">",EN,"PCA Parent Console - manage family screen time, protection and wellbeing settings.",parent (browser tab / search preview),App's overall purpose statement,yes,"no — only children's screen time is managed, no other member",scope-creep-to-household,"PCA Parent Console - manage your children's screen time, protection and wellbeing settings.",REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,NOT_COVERED_BY_PPR2,NONE — read-only audit; no test written yet
COPY-201,ParentWeb,parent-web/public/offline.html,line 36,EN,No family data is cached here.,parent (offline fallback page),Reassurance that no child-monitoring data is cached locally while offline,yes,no — only child activity/monitoring data is ever synced,unnecessary-fear (implies broad household data exposure),No child data is cached here.,REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,NOT_COVERED_BY_PPR2,NONE — read-only audit; no test written yet
COPY-202,ParentWeb,parent-web/src/domain/roles.ts,"line 206, VIEWER_READ_ONLY_POLICY deny reason",EN,Viewers are read-only and cannot edit family policy.,parent (Viewer role),RBAC denial reason for editing the shared multi-child protection policy,yes,yes — genuinely the family-account-wide policy,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-203,ParentWeb,parent-web/src/domain/roles.ts,"line 260, OWNER_ONLY_BILLING deny reason",EN,Billing and subscription self-service is Family-Owner-only by default...,parent (Administrator role),"RBAC billing permission scoped to the named ""Family Owner"" role",yes,yes — actual RBAC role name,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-204,ParentWeb,parent-web/src/api/dev/fixtures.ts,"lines 386-387, curated-2 / FAMILY_HELP",EN+AR,"EN: ""Remember to check in with a family member."" / AR: ""تذكّر التواصل مع أحد أفراد العائلة.""",child (wellbeing nudge sample),Dev-only sample wellbeing suggestion encouraging the child to connect with a family member,yes,"yes — the message is genuinely about human family connection, not data",none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-205,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json",nav.groupFamily,EN+AR,"EN: ""Family"" / AR: ""العائلة""",parent,"Sidebar nav group heading for Children, Devices, Requests, Family Members, Roles & Permissions",yes,yes — bundles genuine family-account-admin pages,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-206,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json",nav.familyMembers,EN+AR,"EN: ""Family Members"" / AR: ""أفراد العائلة""",parent,Nav label for multi-member account administration page,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-207,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json (in-flight, uncommitted)",dashboard.sections.family,EN+AR,"EN: ""Your family"" / AR: ""عائلتك""",parent,Section heading (Dashboard.tsx:201-209) directly over a grid of ChildCard components — the list of the parent's children,yes,no — content rendered is exclusively children,scope-creep-to-household,"EN ""Your children"" / AR ""أطفالك""",REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-208,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json (in-flight, uncommitted)",dashboard.recentActivity,EN+AR,"EN: ""Recent family activity"" / AR: ""نشاط العائلة الأخير""",parent,ActivityCard.tsx title over a merged per-child timeline; component's own header comment states the privacy boundary is child-only,yes,no — only children's device activity is ever shown,unnecessary-fear / scope-creep-to-household,"EN ""Recent activity"" (or ""Recent child activity"") / AR ""النشاط الأخير"" (or ""نشاط الأطفال الأخير"")",REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-209,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json (in-flight, uncommitted)",deviceEnrollment.familyDataUnavailableTitle,EN+AR,"EN: ""We can't read your family profiles on this browser yet"" / AR: ""لا يمكننا قراءة ملفات عائلتك على هذا المتصفح بعد""",parent,Fail-closed empty-state title (AddDeviceWizard.tsx:229-238) when the child-picker list fails to load in enrollment step 0,yes,no — what's blocked is specifically child profiles for enrollment,unnecessary-fear (reads as broad private family surveillance data failing to load),"EN ""We can't read your children's profiles on this browser yet"" / AR ""لا يمكننا قراءة ملفات أطفالك على هذا المتصفح بعد""",REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-210,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json",deviceEnrollment.instruction2,EN+AR,"EN: ""Open it and choose \""Join a family\""."" / AR: ""افتحه واختر «الانضمام إلى عائلة».""",parent (relaying) + child (performing),Instruction quoting the child app's own control for joining the family's device/protection group,yes,yes — names the literal control that associates a device with the family account,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-211,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json",deviceEnrollment.pairingPlain,EN+AR,"EN: ""Connecting this device links it to your family."" / AR: ""يربط توصيلُ هذا الجهاز به بعائلتك.""",parent,"Plain-language pairing summary, consistent with pre-existing ""family trust set"" security wording",yes,yes — consistent with the established family-account trust/security model,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-212,ParentWeb,"parent-web/src/i18n/locales/{en,ar}.json",privacyHub.exportDesc,EN+AR,"EN: ""Get a copy of your family's data."" / AR: ""احصل على نسخة من بيانات عائلتك.""",parent,"Privacy Hub card teaser linking to /privacy/export, which exports only the child's retained activity/audit data",yes,"no — exported content is children's monitored activity, not other members' data",unnecessary-fear / scope-creep-to-household — the data-export surface is precisely where this framing matters most,"EN ""Get a copy of your children's data."" / AR ""احصل على نسخة من بيانات أطفالك.""",REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-213,Android,android/app/src/main/res/values-ar/persistence_strings.xml,delete_now_description (L10),AR,يحذف بياناتك العائلية المحفوظة محليًا بشكل نهائي للنطاق الذي تحدده.,"parent/admin (Settings, PIN-gated Delete Now screen)",Deleting locally-stored per-child device records,yes,"no — EN sibling string says ""children's data"", not ""family's data""","translation drift; inconsistent with neighboring delete_now_scope_family value ""كل الأطفال"" (All children)",يحذف بيانات أطفالك المخزّنة محليًا بشكل نهائي للنطاق الذي تحدده.,TRANSLATION_FIX,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-214,Android,android/app/src/main/res/values/wellbeing_control_strings.xml,wellbeing_policy_sync_state_active (L15),EN,Your family's current wellbeing settings are active.,child,Sync state of wellbeing policy pushed by a parent for this child,yes,"no — sibling string in same file says ""from a parent"" (singular)",unnecessary broadening implies siblings/whole household share these settings,Your current wellbeing settings are active.,REMOVE_UNNECESSARY_SENSITIVE_WORDING,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-215,Android,android/app/src/main/res/values-ar/wellbeing_control_strings.xml,wellbeing_policy_sync_state_active (L12),AR,إعدادات الرفاهية الحالية لعائلتك مفعّلة.,child,Same as EN sibling row,yes,no,same as EN sibling row,إعداداتك الحالية للرفاهية مفعّلة.,REMOVE_UNNECESSARY_SENSITIVE_WORDING,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-216,Android,android/app/src/main/res/values/wellbeing_control_strings.xml,wellbeing_custom_message_not_available_in_language (L22),EN,This family message isn't available in your current language yet.,parent (diagnostic surface per file's own doc comment),Locale-availability notice for a parent-authored custom wellbeing message,yes,"no — file's own comment calls this ""Custom (parent-authored) message""","vague/incorrect scope word, inconsistent with file terminology",This custom message isn't available in your current language yet.,REMOVE_UNNECESSARY_SENSITIVE_WORDING,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-217,Android,android/app/src/main/res/values-ar/wellbeing_control_strings.xml,wellbeing_custom_message_not_available_in_language (L17),AR,هذه الرسالة العائلية غير متوفرة بلغتك الحالية بعد.,parent,Same as EN sibling row,yes,no,same as EN sibling row,هذه الرسالة المخصّصة غير متوفرة بلغتك الحالية بعد.,REMOVE_UNNECESSARY_SENSITIVE_WORDING,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-218,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.PARENT_ALLOWLIST (L12),EN,allowed by your family's allow list,child (rendered on SafeBrowserScreen.kt:240 block/allow reason text),"Reason a site was allowed, from a rule the enum itself names PARENT_ALLOWLIST",yes,"no — the underlying WebReasonId is explicitly parent-scoped, not family-scoped","over-broadens a parent-set rule into ""your family,"" reads as unspecified relatives/siblings controlling the child's browsing",allowed by your parent's allow list,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,"Identical wording mirrored in backend/src/i18n/messages/en.ts:18 (web.PARENT_ALLOWLIST) — fix both together, see COPY-2xx backend rows"
