TABLE_NAME,COLUMN_NAME,DATA_TYPE,PRIVACY_CLASS,RATIONALE
enrollment_administration_verifiers,salt_b64,varchar(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
enrollment_administration_verifiers,verifier_b64,varchar(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
enrollment_administration_verifiers,failed_attempts,tinyint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
enrollment_administration_verifiers,locked_until,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_administration_verifiers,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_bootstrap_attempts,attempt_id,varchar(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,token_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
enrollment_bootstrap_attempts,recovery_token_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
enrollment_bootstrap_attempts,platform,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_bootstrap_attempts,signing_public_key,varchar(128),SECURITY_METADATA,Public signing key material (never private).
enrollment_bootstrap_attempts,encryption_public_key,varchar(128),SECURITY_METADATA,Public signing key material (never private).
enrollment_bootstrap_attempts,device_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,signing_key_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,encryption_key_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,invitation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_bootstrap_attempts,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_bootstrap_attempts,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitation_transitions,transition_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_invitation_transitions,invitation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_invitation_transitions,from_status,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_invitation_transitions,to_status,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_invitation_transitions,transitioned_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,invitation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_invitations,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_invitations,child_profile_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_invitations,token_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
enrollment_invitations,platform,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_invitations,requested_protection_mode,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_invitations,age_ux_tier,varchar(16),OPERATIONAL_METADATA,"Closed enum ('YOUNG_CHILD','TEEN') UX tier, not an actual age/DOB (migration 0019: 'No display name, activity, location, or readable child content is stored here')."
enrollment_invitations,initial_policy_profile,varchar(16),OPERATIONAL_METADATA,"Closed enum ('BALANCED','STRICT') named tier selection, not stored policy/rule content."
enrollment_invitations,status,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_invitations,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,opened_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,install_required_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,app_installed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,authorization_required_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,redeemed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,expired_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_invitations,revoked_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_protection_approval_requests,request_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,child_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,device_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,operation,varchar(32),OPERATIONAL_METADATA,"Closed enum ('REMOVE_REVOKE_DEVICE','DISABLE_PROTECTION_POLICY')."
enrollment_protection_approval_requests,protection_level,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_protection_approval_requests,requested_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_protection_approval_requests,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_protection_approval_requests,reason_category,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_protection_approval_requests,protective_authority_applies,tinyint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
enrollment_protection_approval_requests,state,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_protection_approval_requests,decided_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_protection_approval_requests,decision_method,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
enrollment_protection_approval_requests,temporary_disable_until,datetime(3),OPERATIONAL_METADATA,Timestamp.
enrollment_protection_approval_requests,decided_by_device_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,decision_action_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
enrollment_protection_approval_requests,idempotency_key,varchar(128),OPAQUE_IDENTIFIER,"Idempotency/dedup/uniqueness key, opaque."
enrollment_protection_approval_requests,decision_fingerprint,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
entitlement_activation_idempotency,idempotency_key,varchar(191),OPAQUE_IDENTIFIER,"Idempotency/dedup/uniqueness key, opaque."
entitlement_activation_idempotency,request_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_activation_idempotency,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_activation_idempotency,applied_managed_device_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_activation_idempotency,applied_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_change_request_transitions,transition_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_request_transitions,request_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_request_transitions,from_state,varchar(20),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_request_transitions,to_state,varchar(20),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_request_transitions,occurred_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_change_request_transitions,actor_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_requests,request_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_requests,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_requests,limit_type,varchar(24),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_requests,current_limit_at_request,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,target_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,state,varchar(20),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_requests,awaiting_admin_quote,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,no_charge_override,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,quote_kind,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_requests,quote_ref,varchar(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_requests,quote_amount_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,quote_currency_code,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
entitlement_change_requests,quote_price_book_version,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_change_requests,quoted_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_change_requests,quote_expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_change_requests,decided_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
entitlement_change_requests,decision_reason,varchar(255),OPERATIONAL_METADATA,"Admin-authored free-text business-process justification (always paired with a *_by_admin_id column) — never child/family personal content, but genuinely free-text; see PCA_CANONICAL_SCHEMA_REPORT.md caveat."
entitlement_change_requests,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_change_requests,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_defaults,tier,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary plan tier code.
entitlement_defaults,parent_member_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_defaults,managed_device_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
entitlement_defaults,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
entitlement_defaults,updated_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_data_version_ledger,sender_key_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_data_version_ledger,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_data_version_ledger,last_accepted_version,varchar(32),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
envelope_data_version_ledger,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
envelope_message_idempotency_ledger,id,bigint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
envelope_message_idempotency_ledger,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_message_idempotency_ledger,message_id,varchar(128),OPAQUE_IDENTIFIER,"Opaque bounded application identifier, not message content."
envelope_message_idempotency_ledger,canonical_bytes,mediumblob,ENCRYPTED_PAYLOAD,"Opaque canonical envelope bytes (migration 0002): authenticated-encrypted payload, never plaintext."
envelope_message_idempotency_ledger,recorded_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
envelope_replay_ledger,id,bigint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
envelope_replay_ledger,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_replay_ledger,sender_key_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
envelope_replay_ledger,sequence_or_nonce,varchar(128),SECURITY_METADATA,Anti-replay sequence/nonce value.
envelope_replay_ledger,recorded_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
eye_protection_settings,child_profile_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
eye_protection_settings,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
eye_protection_settings,reminders_enabled,tinyint(1),READABLE_PARENT_DATA,Parent-set boolean preference (migration 0032); no sensor/distance/proximity data.
eye_protection_settings,updated_at,datetime(6),OPERATIONAL_METADATA,Timestamp.
families,family_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
families,family_reference_hash,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
families,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
families,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
families,deleted_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
families,suspended_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
families,suspended_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
families,suspension_reason,varchar(500),OPERATIONAL_METADATA,"Admin-authored free-text business-process justification (always paired with a *_by_admin_id column) — never child/family personal content, but genuinely free-text; see PCA_CANONICAL_SCHEMA_REPORT.md caveat."
family_audit_events,envelope_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_audit_events,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_audit_events,parent_device_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_audit_events,key_epoch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_audit_events,generated_at_utc,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_audit_events,encrypted_payload_b64,mediumtext,ENCRYPTED_PAYLOAD,Opaque ciphertext (migration 0028): never a readable actionType/targetScope/reasonCategory value server-side.
family_audit_events,nonce_b64,varchar(64),SECURITY_METADATA,AEAD nonce for the ciphertext column.
family_audit_events,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_authority_attestations,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,attestation_id,char(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,attestation_revision,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_authority_attestations,owner_device_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,owner_dsk_key_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,owner_dsk_public_key,varchar(128),SECURITY_METADATA,Public signing key material (never private).
family_authority_attestations,trust_set_epoch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_authority_attestations,key_epoch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_authority_attestations,issued_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_authority_attestations,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_authority_attestations,previous_attestation_id,char(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,signer_device_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,signer_dsk_key_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_attestations,signer_dsk_public_key,varchar(128),SECURITY_METADATA,Public signing key material (never private).
family_authority_attestations,signature,varchar(512),SECURITY_METADATA,"Cryptographic signature, opaque to the schema."
family_authority_chain_heads,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_chain_heads,head_attestation_id,char(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_chain_heads,head_revision,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_authority_chain_heads,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
family_authority_chain_heads,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_authority_genesis_anchors,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_genesis_anchors,genesis_device_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_genesis_anchors,genesis_dsk_key_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_authority_genesis_anchors,genesis_dsk_public_key,varchar(128),SECURITY_METADATA,Public signing key material (never private).
family_authority_genesis_anchors,protocol_version,smallint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_authority_genesis_anchors,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_authority_genesis_anchors,signature,varchar(512),SECURITY_METADATA,"Cryptographic self-signature, opaque to the schema."
family_child_memberships,child_profile_id,varchar(128),OPAQUE_IDENTIFIER,"Server-minted UUID, membership/existence edge only (migration 0036 / doc 10 Section 7.1) -- never a ChildProfile record."
family_child_memberships,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_child_memberships,creation_request_key,varchar(191),OPAQUE_IDENTIFIER,"Caller-supplied idempotency key, never used as row identity."
family_child_memberships,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,invitation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_member_invitations,family_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_member_invitations,invited_email_hash,binary(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
family_member_invitations,role,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
family_member_invitations,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
family_member_invitations,invited_by_account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_member_invitations,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,accepted_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,expired_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,revoked_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
family_member_invitations,accepted_by_account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_member_invitations,pending_invited_email_hash,binary(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
family_rbac_policy_config,family_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
family_rbac_policy_config,administrator_can_manage_viewers,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_rbac_policy_config,administrator_can_revoke_device_or_disable_protection,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
family_rbac_policy_config,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
licenses,license_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
licenses,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
licenses,license_reference_hash,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
licenses,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
licenses,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
licenses,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
managed_device_slot_reservations,reservation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
managed_device_slot_reservations,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
managed_device_slot_reservations,invitation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
managed_device_slot_reservations,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
managed_device_slot_reservations,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
managed_device_slot_reservations,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
managed_device_slot_reservations,consumed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
managed_device_slot_reservations,released_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
managed_device_slot_reservations,release_reason,varchar(24),OPERATIONAL_METADATA,"Admin-authored free-text business-process justification (always paired with a *_by_admin_id column) — never child/family personal content, but genuinely free-text; see PCA_CANONICAL_SCHEMA_REPORT.md caveat."
parent_account_preferences,account_id,varchar(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_account_preferences,language_code,varchar(2),READABLE_PARENT_DATA,Parent's own UI language preference.
parent_account_preferences,email_alerts_enabled,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_account_preferences,push_requests_enabled,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_account_preferences,email_destination,varchar(320),READABLE_PARENT_DATA,Parent's own controlled-email destination address (migration 0020's PCA-FR-094).
parent_account_preferences,email_destination_state,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
parent_account_preferences,updated_at,datetime(6),OPERATIONAL_METADATA,Timestamp.
parent_accounts,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_accounts,email_hash,binary(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
parent_accounts,password_hash,varchar(255),ACCOUNT_AUTH,Password/credential material.
parent_accounts,status,varchar(24),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
parent_accounts,family_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_accounts,service_account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_accounts,free_access_mode,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
parent_accounts,free_access_duration_days,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_accounts,free_access_started_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_accounts,free_access_expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
