OBJECT_TYPE,OBJECT_NAME,SOURCE_PATH,SOURCE_LINE_OR_MIGRATION,CURRENT_USE,RUNTIME_WRITER,RUNTIME_READER,OWNER_MODULE,V1_REQUIRED,NOTES
FOREIGN_KEY,billing_subscriptions.billing_subscriptions_plan_fk,backend/migrations/0007_billing_core.sql,0007_billing_core.sql,ACTIVE,,,backend/src/http,YES,billing_subscriptions.(plan_id) -> billing_plans.(plan_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,billing_subscriptions.account_ref,backend/migrations/0007_billing_core.sql,0007_billing_core.sql,ACTIVE,,,backend/src/http,YES,-> parent_accounts.account_id: Billing/commercial plane isolation from the family plane. (source: backend/test/billing/schemaPrivacy.test.mjs)
TABLE,commercial_notifications,backend/migrations/0012_commercial_notifications.sql,0012_commercial_notifications.sql,ACTIVE,backend/src/commercialnotifications/CommercialNotificationRepository.ts,backend/src/commercialmaintenance/CommercialMaintenanceRunner.ts;backend/src/commercialnotifications/CommercialNotificationRepository.ts,backend/src/commercialmaintenance,YES,
INDEX,commercial_notifications.commercial_notifications_account_created_idx,backend/migrations/0012_commercial_notifications.sql,0012_commercial_notifications.sql,ACTIVE,,,backend/src/commercialmaintenance,YES,"columns: account_ref,created_at"
INDEX,commercial_notifications.commercial_notifications_account_unread_idx,backend/migrations/0012_commercial_notifications.sql,0012_commercial_notifications.sql,ACTIVE,,,backend/src/commercialmaintenance,YES,"columns: account_ref,read_at"
UNIQUE_CONSTRAINT,commercial_notifications.commercial_notifications_dedupe_key,backend/migrations/0012_commercial_notifications.sql,0012_commercial_notifications.sql,ACTIVE,,,backend/src/commercialmaintenance,YES,columns: dedupe_key
APPLICATION_ENFORCED_RELATION,commercial_notifications.account_ref,backend/migrations/0012_commercial_notifications.sql,0012_commercial_notifications.sql,ACTIVE,,,backend/src/commercialmaintenance,YES,"-> parent_accounts.account_id: Deliberately NOT a family_id FK into the family/parent plane -- commercial/family-plane isolation, enforced by billing_core's own schemaPrivacy test. (source: backend/migrations/0012_commercial_notifications.sql:12-18; backend/test/commercialnotifications/schemaPrivacy.test.mjs)"
TABLE,complimentary_entitlement_grants,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,backend/src/entitlements/complimentary/MySqlComplimentaryGrantRepository.ts,backend/src/entitlements/complimentary/MySqlComplimentaryGrantRepository.ts,backend/src/db,YES,
INDEX,complimentary_entitlement_grants.complimentary_entitlement_grants_expiry_idx,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,"columns: status,expires_at"
INDEX,complimentary_entitlement_grants.complimentary_entitlement_grants_family_scope_idx,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,entitlement_type,status"
INDEX,complimentary_entitlement_grants.complimentary_entitlement_grants_granted_by_idx,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,columns: granted_by_admin_id
INDEX,complimentary_entitlement_grants.complimentary_entitlement_grants_revoked_by_fk,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,columns: revoked_by_admin_id
FOREIGN_KEY,complimentary_entitlement_grants.complimentary_entitlement_grants_granted_by_fk,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,complimentary_entitlement_grants.(granted_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,complimentary_entitlement_grants.complimentary_entitlement_grants_revoked_by_fk,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,complimentary_entitlement_grants.(revoked_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,complimentary_entitlement_grants.family_id,backend/migrations/0014_complimentary_entitlement_grants.sql,0014_complimentary_entitlement_grants.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,device_challenges,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/deviceauth/MySqlDeviceChallengeRepository.ts,backend/src/deviceauth/MySqlDeviceChallengeRepository.ts,backend/src/db,YES,
INDEX,device_challenges.device_challenges_device_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,columns: device_id
FOREIGN_KEY,device_challenges.device_challenges_device_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,device_challenges.(device_id) -> devices.(device_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,device_challenges.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,device_protection_status,backend/migrations/0024_device_protection_status.sql,0024_device_protection_status.sql,ACTIVE,backend/src/device/DeviceProtectionStatusRepository.ts,backend/src/device/DeviceProtectionStatusRepository.ts,backend/src/db,YES,
INDEX,device_protection_status.device_protection_status_family_id_idx,backend/migrations/0024_device_protection_status.sql,0024_device_protection_status.sql,ACTIVE,,,backend/src/db,YES,columns: family_id
FOREIGN_KEY,device_protection_status.device_protection_status_device_id_fk,backend/migrations/0024_device_protection_status.sql,0024_device_protection_status.sql,ACTIVE,,,backend/src/db,YES,device_protection_status.(device_id) -> devices.(device_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,device_protection_status.family_id,backend/migrations/0024_device_protection_status.sql,0024_device_protection_status.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,device_public_keys,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/device/MySqlDeviceRepository.ts;backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts,backend/src/device/MySqlDeviceRepository.ts,backend/src/db,YES,
INDEX,device_public_keys.device_public_keys_device_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,columns: device_id
UNIQUE_CONSTRAINT,device_public_keys.device_public_keys_public_key_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,columns: public_key
FOREIGN_KEY,device_public_keys.device_public_keys_device_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,device_public_keys.(device_id) -> devices.(device_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,devices,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/device/MySqlDeviceRepository.ts;backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts,backend/src/device/MySqlDeviceRepository.ts;backend/src/familyrbac/MySqlRemovalDecisionRepository.ts,backend/src/http,YES,
INDEX,devices.devices_family_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: family_id
INDEX,devices.devices_paired_by_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: paired_by_account_id
INDEX,devices.devices_registered_by_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: registered_by_account_id
FOREIGN_KEY,devices.devices_paired_by_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,devices.(paired_by_account_id) -> service_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,devices.devices_registered_by_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,devices.(registered_by_account_id) -> service_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,devices.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,enrollment_administration_verifiers,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,backend/src/enrollment/MySqlAdministrationPinRepository.ts,backend/src/enrollment/MySqlAdministrationPinRepository.ts,backend/src/db,YES,
APPLICATION_ENFORCED_RELATION,enrollment_administration_verifiers.family_id,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,enrollment_bootstrap_attempts,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts,backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts,backend/src/db,YES,
INDEX,enrollment_bootstrap_attempts.enrollment_bootstrap_attempts_device_id_idx,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,,,backend/src/db,YES,columns: device_id
UNIQUE_CONSTRAINT,enrollment_bootstrap_attempts.enrollment_bootstrap_attempts_recovery_token_hash_key,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,,,backend/src/db,YES,columns: recovery_token_hash
INDEX,enrollment_bootstrap_attempts.enrollment_bootstrap_attempts_token_hash_idx,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,,,backend/src/db,YES,columns: token_hash
FOREIGN_KEY,enrollment_bootstrap_attempts.enrollment_bootstrap_attempts_device_id_fk,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,,,backend/src/db,YES,enrollment_bootstrap_attempts.(device_id) -> devices.(device_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,enrollment_bootstrap_attempts.family_id,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,enrollment_bootstrap_attempts.invitation_id,backend/migrations/0003_enrollment_bootstrap_attempts.sql,0003_enrollment_bootstrap_attempts.sql,OWNER_DECISION_REQUIRED,,,backend/src/db,YES,"-> enrollment_invitations.invitation_id: Types match exactly (CHAR(36) ascii_bin). This table's device_id column DOES carry a real FK to devices, so this is not a table-wide no-FK pattern. Written in the same transaction as invitation redemption (invitation already exists, merely transitioning to REDEEMED). No comment, test, or design doc found explaining the omission."
TABLE,enrollment_invitation_transitions,backend/migrations/0016_invitation_lifecycle_states.sql,0016_invitation_lifecycle_states.sql,ACTIVE,backend/src/invitation/MySqlInvitationRepository.ts,,backend/src/invitation,YES,
INDEX,enrollment_invitation_transitions.enrollment_invitation_transitions_invitation_idx,backend/migrations/0016_invitation_lifecycle_states.sql,0016_invitation_lifecycle_states.sql,ACTIVE,,,backend/src/invitation,YES,"columns: invitation_id,transitioned_at"
FOREIGN_KEY,enrollment_invitation_transitions.enrollment_invitation_transitions_invitation_fk,backend/migrations/0016_invitation_lifecycle_states.sql,0016_invitation_lifecycle_states.sql,ACTIVE,,,backend/src/invitation,YES,enrollment_invitation_transitions.(invitation_id) -> enrollment_invitations.(invitation_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,enrollment_invitations,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts;backend/src/invitation/MySqlInvitationRepository.ts,backend/src/enrollment/MySqlEnrollmentCoordinatorRepository.ts;backend/src/invitation/MySqlInvitationRepository.ts;backend/src/platformadmin/readmodels/DashboardReadModel.ts,backend/src/enrollment,YES,
INDEX,enrollment_invitations.enrollment_invitations_family_child_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/enrollment,YES,"columns: family_id,child_profile_id"
INDEX,enrollment_invitations.enrollment_invitations_family_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/enrollment,YES,columns: family_id
UNIQUE_CONSTRAINT,enrollment_invitations.enrollment_invitations_token_hash_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/enrollment,YES,columns: token_hash
APPLICATION_ENFORCED_RELATION,enrollment_invitations.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/enrollment,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,enrollment_invitations.child_profile_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/enrollment,YES,-> family_child_memberships.child_profile_id: Relationship enforced at the application layer (InvitationService) because enrollment_invitations already carries pre-registry fixture rows this table cannot retroactively host without risking a false cross-family bind. (source: backend/migrations/0036_family_child_memberships.sql:24-33; docs/pre-production/PCA_PPR2_OWNER_DECISIONS.md Part F)
TABLE,enrollment_protection_approval_requests,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,backend/src/familyrbac/MySqlRemovalDecisionRepository.ts,backend/src/familyrbac/MySqlRemovalDecisionRepository.ts,backend/src/db,YES,
UNIQUE_CONSTRAINT,enrollment_protection_approval_requests.enrollment_protection_approval_decision_action_uq,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,columns: decision_action_id
INDEX,enrollment_protection_approval_requests.enrollment_protection_approval_family_state_idx,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,state,expires_at"
APPLICATION_ENFORCED_RELATION,enrollment_protection_approval_requests.family_id,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,enrollment_protection_approval_requests.device_id,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,"-> devices.device_id: Table stores opaque child/device references, not a DB-joinable identity. (source: backend/migrations/0022_enrollment_administration_persistence.sql:1-8)"
APPLICATION_ENFORCED_RELATION,enrollment_protection_approval_requests.decided_by_device_id,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,-> devices.device_id: Same opaque-reference design as device_id on this table. (source: backend/migrations/0022_enrollment_administration_persistence.sql:1-8)
APPLICATION_ENFORCED_RELATION,enrollment_protection_approval_requests.child_id,backend/migrations/0022_enrollment_administration_persistence.sql,0022_enrollment_administration_persistence.sql,ACTIVE,,,backend/src/db,YES,-> family_child_memberships.child_profile_id: Table stores opaque child/device references by design. (source: backend/migrations/0022_enrollment_administration_persistence.sql:1-8)
TABLE,entitlement_activation_idempotency,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,backend/src/entitlements/payment/PaymentConfirmationService.ts,backend/src/entitlements/payment/PaymentConfirmationService.ts,backend/src/db,YES,
INDEX,entitlement_activation_idempotency.entitlement_activation_idempotency_request_id_idx,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,columns: request_id
FOREIGN_KEY,entitlement_activation_idempotency.entitlement_activation_idempotency_request_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,entitlement_activation_idempotency.(request_id) -> entitlement_change_requests.(request_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,entitlement_activation_idempotency.family_id,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,entitlement_change_request_transitions,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,backend/src/entitlements/requests/MySqlChangeRequestRepository.ts,,backend/src/db,YES,
INDEX,entitlement_change_request_transitions.entitlement_change_request_transitions_actor_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,columns: actor_admin_id
INDEX,entitlement_change_request_transitions.entitlement_change_request_transitions_request_id_idx,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,columns: request_id
FOREIGN_KEY,entitlement_change_request_transitions.entitlement_change_request_transitions_actor_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,entitlement_change_request_transitions.(actor_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,entitlement_change_request_transitions.entitlement_change_request_transitions_request_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,entitlement_change_request_transitions.(request_id) -> entitlement_change_requests.(request_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,entitlement_change_requests,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,backend/src/entitlements/requests/MySqlChangeRequestRepository.ts;backend/src/platformadmin/readmodels/BillingReadModel.ts,backend/src/entitlements/requests/MySqlChangeRequestRepository.ts;backend/src/platformadmin/readmodels/BillingReadModel.ts;backend/src/platformadmin/readmodels/DashboardReadModel.ts;backend/src/platformadmin/readmodels/EntitlementRequestsReadModel.ts,backend/src/platformadmin,YES,
INDEX,entitlement_change_requests.entitlement_change_requests_decided_by_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: decided_by_admin_id
INDEX,entitlement_change_requests.entitlement_change_requests_family_id_idx,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: family_id
INDEX,entitlement_change_requests.entitlement_change_requests_state_idx,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: state
FOREIGN_KEY,entitlement_change_requests.entitlement_change_requests_decided_by_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,entitlement_change_requests.(decided_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,entitlement_change_requests.family_id,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,entitlement_change_requests.quote_ref,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/platformadmin,YES,"-> billing_quotes.quote_id: Same billing/entitlements plane-isolation convention, reverse direction. (source: backend/src/billing/entitlementContract.ts:21)"
TABLE,entitlement_defaults,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,backend/src/entitlements/MySqlEntitlementRepository.ts,backend/src/entitlements/MySqlEntitlementRepository.ts,backend/src/entitlements,YES,
INDEX,entitlement_defaults.entitlement_defaults_updated_by_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/entitlements,YES,columns: updated_by_admin_id
FOREIGN_KEY,entitlement_defaults.entitlement_defaults_updated_by_admin_id_fk,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/entitlements,YES,entitlement_defaults.(updated_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,envelope_data_version_ledger,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,backend/src/familyenvelope/MySqlDataVersionLedger.ts;backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts,backend/src/familyenvelope/MySqlDataVersionLedger.ts;backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts,backend/src/familyenvelope,YES,
APPLICATION_ENFORCED_RELATION,envelope_data_version_ledger.family_id,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,envelope_message_idempotency_ledger,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts;backend/src/familyenvelope/MySqlMessageIdempotencyLedger.ts,backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts;backend/src/familyenvelope/MySqlMessageIdempotencyLedger.ts,backend/src/familyenvelope,YES,
UNIQUE_CONSTRAINT,envelope_message_idempotency_ledger.envelope_message_idempotency_ledger_family_message_key,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,"columns: family_id,message_id"
APPLICATION_ENFORCED_RELATION,envelope_message_idempotency_ledger.family_id,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,envelope_replay_ledger,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts;backend/src/familyenvelope/MySqlReplayLedger.ts,backend/src/familyenvelope/MySqlEnvelopeAcceptanceTransaction.ts;backend/src/familyenvelope/MySqlReplayLedger.ts,backend/src/familyenvelope,YES,
INDEX,envelope_replay_ledger.envelope_replay_ledger_family_sender_id_idx,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,"columns: family_id,sender_key_id,id"
UNIQUE_CONSTRAINT,envelope_replay_ledger.envelope_replay_ledger_family_sender_sequence_key,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,"columns: family_id,sender_key_id,sequence_or_nonce"
