ID,PHASE,SOURCE_COMPLETE,VALIDATED_COMPLETE,PRODUCTION_READY,TEST_EVIDENCE,EXTERNAL_GATE,OPEN_ENGINEERING_GAP,OPEN_EXTERNAL_GAP,EVIDENCE_PATH
PCA-ADD-ENR-017,PCA-10; PCA-11,YES,NO,NO,backend/test/familyrbac/RemovalDecisionAuthority.test.mjs; backend/test/enrollment/AdministrationPersistenceSchema.test.mjs; backend/test/familyrbac/removalDecisionRoutes.wiring.test.mjs,,,,backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/MySqlRemovalDecisionRepository.ts; backend/migrations/0023_removal_decision_authority_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts
PCA-ADD-ENR-018,PCA-11; PCA-13,YES,NO,NO,backend/test/familyrbac/RemovalDecisionAuthority.test.mjs,CRYPTO_SECURITY_REVIEW,,CRYPTO_SECURITY_REVIEW,backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/MySqlRemovalDecisionRepository.ts; backend/migrations/0023_removal_decision_authority_persistence.sql; backend/src/http/routes/removalDecisionRoutes.ts
PCA-ADD-ENR-019,PCA-2; PCA-10; PCA-13; PCA-15,YES,NO,NO,,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,android/app/src/main/java/org/pca/app/platform/PlatformProtectionCapabilities.kt; android/app/src/main/java/org/pca/app/runtime/PcaRuntime.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; parent-web/src/domain/types.ts
PCA-ADD-ENR-020,PCA-11; PCA-13,YES,NO,NO,backend/test/alerts/ProtectionAlert.test.mjs; backend/test/alerts/ProtectionAlertProducer.test.mjs; backend/test/alerts/RejectingOpaqueProtectionAlertComposer.test.mjs; backend/test/db/protectionAlerts.mysql.test.mjs; backend/test/familyrbac/RemovalDecisionAuthority.test.mjs; backend/test/invitation/service.test.mjs; backend/test/runtime-sync/http/runtimeSyncRoutes.test.mjs; ios/PCATests/AlertProtectionTests.swift,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/alerts/types.ts; backend/src/alerts/policy.ts; backend/src/alerts/ProtectionAlertGenerator.ts; backend/src/alerts/ProtectionAlertLedger.ts
PCA-ADD-ENR-021,PCA-10; PCA-13; PCA-15,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/EmergencyAccessFloorTest.kt,OEM_DEVICE_DIVERSITY_VALIDATION,,OEM_DEVICE_DIVERSITY_VALIDATION,android/app/src/main/java/org/pca/app/runtime/schedule/EmergencyAccessFloor.kt; android/app/src/main/java/org/pca/app/runtime/schedule/AndroidCommunicationSurfaceResolver.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt
PCA-ADD-ENR-022,PCA-1; PCA-11,YES,NO,NO,backend/test/db/schema-privacy.mysql.test.mjs,,,,"backend/migrations/0001_mysql_baseline.sql (enrollment_invitations stores only token_hash/platform/requested_protection_mode/status/timestamps) | backend/test/db/schema-privacy.mysql.test.mjs (schema-wide regression guard against prohibited plaintext column/table names, plus key-column allowlist)"
PCA-ADD-ENR-023,PCA-1,YES,NO,NO,backend/test/invitation/service.test.mjs; backend/test/db/invitation.mysql.test.mjs,,,,backend/src/invitation/MySqlInvitationRepository.ts | backend/migrations/0016_invitation_lifecycle_states.sql | backend/src/invitation/InvitationService.ts | backend/src/invitation/InvitationRepository.ts
PCA-ADD-ENR-024,PCA-1; PCA-11; PCA-13,YES,NO,NO,backend/test/db/authz.mysql.test.mjs; backend/test/familyrbac/RemovalDecisionAuthority.test.mjs; backend/test/familyrbac/removalDecisionRoutes.wiring.test.mjs; backend/test/invitation/service.test.mjs; backend/test/db/authz.mysql.test.mjs,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/invitation/InvitationService.ts (loadRedeemable/findByToken reject with fixed generic InvitationError codes) | backend/test/db/authz.mysql.test.mjs:59 (wrong-family IDOR check against real MySQL); backend/src/familyrbac/RemovalDecisionAuthority.ts; backend/src/familyrbac/UnavailableRemovalDecisionSigningKeyResolver.ts; backend/src/http/routes/removalDecisionRoutes.ts
PCA-ADD-ENR-025,PCA-1; PCA-2; PCA-10; PCA-11; PCA-13; PCA-15,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; android/app/src/test/java/org/pca/app/persistence/DeleteNowCoordinatorTest.kt; android/app/src/test/java/org/pca/app/feature/settings/data/DeleteNowUseCaseTest.kt; backend/test/retention/**; backend/test/export/pipeline.test.mjs; backend/test/familyrbac/RemovalDecisionAuthority.test.mjs; backend/test/db/protectionAlerts.mysql.test.mjs,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt; android/app/src/main/java/org/pca/app/persistence/export/LocalRoomFamilyExportDataSource.kt; backend/src/retention/**
PCA-ADD-IDENT-001,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs; backend/test/db/parentAccount.mysql.test.mjs; backend/test/parentaccount/routes.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts; backend/src/parentaccount/**
PCA-ADD-IDENT-002,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts
PCA-ADD-IDENT-003,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/parentAccount.mysql.test.mjs; backend/test/parentaccount/service.test.mjs,,,,backend/src/parentaccount/emailHash.ts
PCA-ADD-IDENT-004,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/routes.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts | backend/src/http/routes/parentAccountRoutes.ts
PCA-ADD-IDENT-005,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs,PRODUCTION_EMAIL_DELIVERY; PRODUCTION_EMAIL_CREDENTIAL_ROTATION,,PRODUCTION_EMAIL_DELIVERY; PRODUCTION_EMAIL_CREDENTIAL_ROTATION,backend/src/parentaccount/verificationCode.ts | backend/src/parentaccount/TestSandboxEmailSender.ts
PCA-ADD-IDENT-006,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts
PCA-ADD-IDENT-007,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/routes.test.mjs,,,,backend/src/parentaccount/rateLimiter.ts | backend/src/parentaccount/policy.ts
PCA-ADD-IDENT-008,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/parentAccount.mysql.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts
PCA-ADD-IDENT-009,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/e2e.registrationToOwnerMutation.test.mjs; backend/test/parentaccount/e2e.registrationToOwnerMutation.test.mjs,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/parentaccount/genesisDeviceSigner.ts | backend/src/parentaccount/ParentAccountService.ts; backend/src/parentaccount/genesisDeviceSigner.ts; backend/src/parentaccount/ParentAccountService.ts; backend/src/familycommercial/authority/GenesisAnchorStore.ts
PCA-ADD-IDENT-010,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs; backend/test/parentaccount/e2e.registrationToOwnerMutation.test.mjs,,,,backend/src/parentaccount/genesisDeviceSigner.ts
PCA-ADD-IDENT-011,PCA-AUTH-SESSION-1,YES,NO,NO,,,,,
PCA-ADD-IDENT-012,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/routes.test.mjs,,,,backend/src/parentaccount/cookies.ts | backend/src/http/routes/parentAccountRoutes.ts
PCA-ADD-IDENT-013,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts
PCA-ADD-IDENT-014,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/routes.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts
PCA-ADD-IDENT-015,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/parentAccount.mysql.test.mjs,,,,backend/src/parentaccount/ParentAccountRepository.ts
PCA-ADD-IDENT-016,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs; backend/test/parentaccount/e2e.registrationToOwnerMutation.test.mjs,,,,backend/src/parentaccount/genesisDeviceSigner.ts
PCA-ADD-IDENT-017,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/freeAccessEnforcement.mysql.test.mjs,,,,backend/src/parentaccount/policy.ts
PCA-ADD-IDENT-018,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/service.test.mjs; backend/test/db/parentAccount.mysql.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts; backend/src/parentaccount/ParentAccountService.ts | backend/src/parentaccount/types.ts
PCA-ADD-IDENT-019,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/freeaccess/FreeAccessAdminService.test.mjs,,,,backend/src/parentaccount/freeaccess/FreeAccessAdminService.ts; backend/src/parentaccount/freeaccess/adjustment.ts; backend/src/http/routes/platformadmin/freeAccessAdminRoutes.ts
PCA-ADD-IDENT-020,PCA-AUTH-SESSION-1,YES,NO,NO,parent-web/tests/component/FreeAccessReminderBannerView.test.tsx; parent-web/tests/component/FreeAccessReminderBanner.test.tsx; parent-web/tests/unit/freeAccessDismissal.test.ts,,,,parent-web/src/components/freeaccess/FreeAccessReminderBannerView.tsx; parent-web/src/components/freeaccess/FreeAccessReminderBanner.tsx; parent-web/src/components/freeaccess/freeAccessDismissal.ts
PCA-ADD-IDENT-021,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/freeaccess/FreeAccessAcquisitionPolicy.test.mjs; backend/test/entitlements/FreeAccessAcquisitionCallSites.test.mjs,,,,backend/src/parentaccount/freeaccess/FreeAccessAcquisitionPolicy.ts; backend/src/parentaccount/freeaccess/MySqlFreeAccessAccountRepository.ts; backend/src/entitlements/slots/SlotReservationService.ts; backend/src/entitlements/requests/ChangeRequestService.ts
PCA-ADD-IDENT-022,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/parentaccount/freeaccess/FreeAccessAcquisitionPolicy.test.mjs; backend/test/entitlements/FreeAccessAcquisitionCallSites.test.mjs,,,,backend/src/parentaccount/freeaccess/FreeAccessAcquisitionPolicy.ts; backend/src/parentaccount/freeaccess/types.ts
PCA-ADD-IDENT-023,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/freeAccessEnforcement.mysql.test.mjs,,,,backend/src/parentaccount/policy.ts
PCA-ADD-IDENT-024,PCA-AUTH-SESSION-1,YES,NO,NO,backend/test/db/freeAccessEnforcement.mysql.test.mjs,,,,backend/src/parentaccount/policy.ts
PCA-ADD-PA-001,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/crossRealm.test.mjs,,,,backend/src/platformadmin/** | backend/migrations/0005_platform_admin_identity_rbac_audit.sql | backend/src/http/routes/platformAdminAuthRoutes.ts
PCA-ADD-PA-002,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/crossRealm.test.mjs,,,,backend/src/platformadmin/auth/token.ts | backend/src/platformadmin/auth/fastifyPlatformAdminAuthPlugin.ts
PCA-ADD-PA-003,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/crossRealm.test.mjs,,,,backend/src/http/routes/platformAdminAuthRoutes.ts
PCA-ADD-PA-004,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/authService.test.mjs; backend/test/platformadmin/accountService.test.mjs; backend/test/db/platformadmin.mysql.test.mjs,,,,backend/src/platformadmin/auth/PlatformAdminAuthService.ts; backend/src/platformadmin/**
PCA-ADD-PA-005,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/operational/schemaPrivacyScan.test.mjs,,,,backend/migrations/0005_platform_admin_identity_rbac_audit.sql
PCA-ADD-PA-006,PCA-PA-1,YES,NO,NO,tooling/release/ValidateCanonicalTrustBoundary.mjs,,,,docs/implementation/addenda/PCA_ADDENDUM_002_PLATFORM_ADMINISTRATION_BILLING.md; tooling/release/ValidateCanonicalTrustBoundary.mjs; tooling/release/Invoke-ReleaseGateCheck.ps1
PCA-ADD-PA-007,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/accountService.test.mjs,,,,backend/src/http/routes/platformadmin/adminUserRoutes.ts
PCA-ADD-PA-008,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/rbacPolicy.test.mjs,,,,backend/src/platformadmin/auth/rbacPolicy.ts
PCA-ADD-PA-009,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/operational/schemaPrivacyScan.test.mjs,,,,backend/migrations/0005_platform_admin_identity_rbac_audit.sql
PCA-ADD-PA-010,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/crossRealm.test.mjs,,,,backend/src/platformadmin/auth/fastifyPlatformAdminAuthPlugin.ts
PCA-ADD-PA-011,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/rbacPolicy.test.mjs; backend/test/db/platformAdminAuditPrivileges.mysql.test.mjs,,,,backend/src/platformadmin/auth/rbacPolicy.ts; backend/src/platformadmin/**
PCA-ADD-PA-012,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/accountService.test.mjs; backend/test/platformadmin/token.test.mjs; backend/test/platformadmin/crossRealm.test.mjs; backend/test/platformadmin/rbacPolicy.test.mjs; backend/test/platformadmin/authService.test.mjs; backend/test/platformadmin/totp.test.mjs; backend/test/platformadmin/auditTypes.test.mjs,,,,backend/src/platformadmin/auth/PlatformAdminAccountService.ts; backend/src/platformadmin/auth/token.ts; backend/src/platformadmin/auth/rbacPolicy.ts; backend/src/platformadmin/auth/PlatformAdminAuthService.ts
PCA-ADD-PA-013,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/accountService.test.mjs,,,,backend/migrations/0005_platform_admin_identity_rbac_audit.sql
PCA-ADD-PA-014,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/token.test.mjs; backend/test/platformadmin/crossRealm.test.mjs,,,,backend/src/platformadmin/auth/token.ts
PCA-ADD-PA-015,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/rbacPolicy.test.mjs,,,,backend/src/platformadmin/auth/rbacPolicy.ts
PCA-ADD-PA-016,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/authService.test.mjs; backend/test/platformadmin/totp.test.mjs,,,,backend/src/platformadmin/auth/PlatformAdminAuthService.ts
PCA-ADD-PA-017,PCA-PA-1,YES,NO,NO,"backend/test/db/parentAccount.mysql.test.mjs (real MySQL E2E: suspend blocks login, reactivate restores it); backend/test/parentaccount/service.test.mjs",,,,backend/src/parentaccount/ParentAccountService.ts login() (Writer73); backend/src/platformadmin/accounts/FamilyAccountStatusService.ts
PCA-ADD-PA-018,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/auditTypes.test.mjs,,,,backend/migrations/0005_platform_admin_identity_rbac_audit.sql
PCA-ADD-PA-019,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/authService.test.mjs; backend/test/platformadmin/accountService.test.mjs,,,,backend/src/platformadmin/auth/PlatformAdminAccountService.ts
PCA-ADD-PA-020,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/authService.test.mjs; backend/test/db/platformAdminAlerts.mysql.test.mjs; backend/test/schema-privacy.test.mjs,PLATFORM_ADMIN_ALERT_DELIVERY,,PLATFORM_ADMIN_ALERT_DELIVERY,backend/src/platformadmin/auth/PlatformAdminAuthService.ts; backend/src/platformadmin/auth/MySqlPlatformAdminAlertAdapter.ts; backend/migrations/0021_platform_admin_security_alerts.sql; backend/src/main.ts
PCA-ADD-PA-021,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/entitlements/EntitlementService.ts
PCA-ADD-PA-022,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/src/entitlements/slots/SlotReservationService.ts | backend/src/entitlements/slots/MySqlSlotReservationRepository.ts
PCA-ADD-PA-023,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/MySqlEntitlementRepository.ts
PCA-ADD-PA-024,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/platformadmin/entitlements/PlatformAdminEntitlementService.ts
PCA-ADD-PA-025,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql
PCA-ADD-PA-026,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/platformadmin/entitlements/PlatformAdminEntitlementService.ts
PCA-ADD-PA-027,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs; backend/test/db/platformEntitlementsSlots.mysql.test.mjs; backend/test/invitation/service.test.mjs,,,,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts; backend/src/entitlements/slots/SlotReservationService.ts; backend/src/entitlements/slots/MySqlSlotReservationRepository.ts; backend/src/invitation/InvitationService.ts
PCA-ADD-PA-028,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql
PCA-ADD-PA-029,PCA-PA-2,YES,NO,NO,backend/test/familycommercial/familyCommercialService.test.mjs; backend/test/db/familyCommercialIntegration.mysql.test.mjs,,,,backend/src/familycommercial/FamilyCommercialService.ts; backend/src/entitlements/types.ts | backend/src/familycommercial/FamilyCommercialService.ts
PCA-ADD-PA-030,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/entitlements/requests/ChangeRequestService.ts
PCA-ADD-PA-031,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs; backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql
PCA-ADD-PA-032,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/requests/ChangeRequestService.ts
PCA-ADD-PA-033,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/requests/ChangeRequestService.ts
PCA-ADD-PA-034,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/EntitlementRepository.ts
PCA-ADD-PA-035,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql
PCA-ADD-PA-036,PCA-PA-2; PCA-BILL-2,YES,NO,NO,backend/test/enrollment/slotConsumption.test.mjs; backend/test/db/platformEntitlementsSlots.mysql.test.mjs; backend/test/db/enrollment.mysql.test.mjs,,,,backend/src/entitlements/slots/SlotReservationService.ts; backend/src/enrollment/EnrollmentCoordinator.ts; backend/src/main.ts
PCA-ADD-PA-037,PCA-PA-2; PCA-BILL-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts
PCA-ADD-PA-038,PCA-PA-2; PCA-BILL-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts
PCA-ADD-PA-039,PCA-PA-2; PCA-BILL-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts
PCA-ADD-PA-040,PCA-PA-2; PCA-BILL-2,YES,NO,NO,backend/test/db/platformEntitlementsSlots.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql
PCA-ADD-PA-041,PCA-PA-4,YES,NO,NO,backend/test/db/dashboardSettlementMetrics.mysql.test.mjs; backend/test/platformadmin/operational/httpAuthzBoundary.test.mjs,OBSERVABILITY_PIPELINE,,OBSERVABILITY_PIPELINE,backend/src/platformadmin/readmodels/DashboardReadModel.ts; backend/src/http/routes/platformadmin/dashboardRoutes.ts
PCA-ADD-PA-042,PCA-PA-4,YES,NO,NO,backend/test/db/dashboardSettlementMetrics.mysql.test.mjs; backend/test/db/familyAccountStatus.mysql.test.mjs,,,,backend/src/platformadmin/readmodels/DashboardReadModel.ts
PCA-ADD-PA-043,PCA-PA-3,YES,NO,NO,backend/test/db/platformAdminSettingsCategories.mysql.test.mjs; backend/test/db/settlement.mysql.test.mjs; backend/test/db/billingCore.mysql.test.mjs; backend/test/billing/currency.test.mjs; backend/test/billing/market.test.mjs,,,,backend/src/http/routes/platformadmin/settingsRoutes.ts; backend/src/platformadmin/settings/PlatformAdminSettingsService.ts; backend/src/platformadmin/settings/PlatformAdminSettingsRepository.ts; backend/src/platformadmin/settlement/PlatformAdminSettlementService.ts
PCA-ADD-PA-044,PCA-PA-3,YES,NO,NO,backend/test/db/settlement.mysql.test.mjs,,,,backend/src/http/routes/platformadmin/settlementRoutes.ts; backend/src/platformadmin/settlement/PlatformAdminSettlementService.ts
PCA-ADD-PA-045,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/auditTypes.test.mjs; backend/test/db/platformAdminAuditPrivileges.mysql.test.mjs,,,,backend/src/platformadmin/audit/types.ts
PCA-ADD-PA-046,PCA-PA-1,YES,NO,NO,backend/test/platformadmin/operational/schemaPrivacyScan.test.mjs; backend/test/platformadmin/auditTypes.test.mjs,,,,backend/src/platformadmin/audit/types.ts; backend/src/platformadmin/audit/MySqlPlatformAdminAuditRepository.ts
PCA-ADD-PA-047,PCA-MYKIDS-BILL-1,YES,NO,NO,backend/test/auth/fastifyAuthPlugin.test.mjs; parent-web/tests/unit/realBillingClient.test.ts,,,,backend/src/auth/fastifyAuthPlugin.ts; backend/src/http/routes/familyCommercialRoutes.ts; parent-web/src/api/real/realBillingClient.ts; parent-web/src/api/client.ts
PCA-ADD-PA-048,PCA-PA-1,YES,NO,NO,tooling/release/ValidateR3EvidenceDiscipline.mjs; tooling/release/ValidateExternalGateParity.mjs,,,,tooling/release/ValidateR3EvidenceDiscipline.mjs; tooling/release/ValidateExternalGateParity.mjs; tooling/release/Invoke-ReleaseGateCheck.ps1
PCA-ADD-PA-049,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/payment/PaymentConfirmationPort.ts
PCA-ADD-PA-050,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/src/entitlements/requests/ChangeRequestService.ts
PCA-ADD-PA-054,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs,,,,backend/migrations/0006_platform_entitlements_enrollment_limits.sql | backend/src/entitlements/requests/ChangeRequestService.ts
PCA-AI-001,PCA-14,PARTIAL,NO,NO,"ios/PCATests/ClassifierRuntimeBoundaryTests.swift (FakeClassifierRuntime conformance; tests for .modelUnavailable, .killSwitchEngaged, .modelSchemaNotWired thrown-error paths, and the .available success path) -- real, non-trivial test coverage added this round where none existed before",CLOUD_AI_OWNER_DECISION,Blocked by CLOUD_AI_OWNER_DECISION,CLOUD_AI_OWNER_DECISION,"ios/PCA/AI/ClassifierRuntimeBoundary.swift (ClassifierRuntime protocol; CoreMLClassifierRuntime.classify(inputDigest:) now `throws ClassifierRuntimeError` instead of the prior round's fatalError -- ClassifierRuntimeError.modelSchemaNotWired carries a real, honest error description at line ~62 rather than crashing the process)"
PCA-AND-001,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/,,,,android/app/src/main/java/org/pca/app/platform/StandardDevicePolicyCapabilitySource.kt:17-18 (dpm.isDeviceOwnerApp/isProfileOwnerApp queried live not cached)
PCA-AND-002,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/background/WorkManagerBackgroundExecutionSchedulerTest.kt; android/app/src/test/java/org/pca/app/runtime/background/BackgroundWorkMetricsTest.kt,,,,android/app/src/main/java/org/pca/app/runtime/background/UsageIngestionWorker.kt; android/app/src/main/java/org/pca/app/runtime/background/BackgroundExecutionScheduler.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt:179
PCA-AND-003,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/EmergencyAccessFloorTest.kt,,,,"android/app/src/main/java/org/pca/app/runtime/schedule/EmergencyAccessFloor.kt (new: unconditional, first-line, signature/validity-independent floor for the telephony system package) + ScheduleEvaluator.kt:31-36 (checked before any policy field is read)"
PCA-AND-003A,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/EmergencyAccessFloorTest.kt; android/app/src/test/java/org/pca/app/runtime/communication/CommunicationCallLifecycleAdapterTest.kt; android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumerTest.kt,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION; REAL_DEVICE_TELEPHONY_SMS_UAT,,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION; REAL_DEVICE_TELEPHONY_SMS_UAT,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt; android/app/src/main/java/org/pca/app/runtime/schedule/EmergencyAccessFloor.kt; android/app/src/main/java/org/pca/app/runtime/schedule/AndroidCommunicationSurfaceResolver.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt
PCA-DATA-001,PCA-12,YES,NO,NO,backend/test/retention/deleteNow.test.mjs; backend/test/retention/retentionRoutes.test.mjs; android/app/src/test/java/org/pca/app/persistence/DeleteNowCoordinatorTest.kt; android/app/src/test/java/org/pca/app/feature/settings/data/DeleteNowUseCaseTest.kt; backend/test/retention/retentionRoutes.test.mjs,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,"backend/src/retention/deleteNow.ts; backend/src/retention/DeleteNowLedger.ts, InMemoryDeleteNowLedger.ts; backend/src/http/routes/retentionRoutes.ts (idempotent delete-now intake + audit); android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt"
PCA-DATA-002,PCA-12,N/A,NO,NO,,,,,
PCA-DATA-010,PCA-17,YES,NO,NO,backend/test/db/schema-privacy.mysql.test.mjs,,,,"backend/migrations/0001_mysql_baseline.sql through 0015 (central-service schema contains only opaque/config/commercial entities, no activity tables); backend/test/db/schema-privacy.mysql.test.mjs enforces this as a regression guard"
PCA-DATA-011,PCA-17,YES,NO,NO,backend/test/db/schema-privacy.mysql.test.mjs,,,,backend/test/db/schema-privacy.mysql.test.mjs; backend/test/schema-privacy.test.mjs; backend/test/db/billingCoreSchemaPrivacy.mysql.test.mjs
PCA-DATA-012,PCA-17,YES,NO,NO,backend/test/db/schema-privacy.mysql.test.mjs,,,,"backend/migrations/0001_mysql_baseline.sql:56 (family_id CHAR(36), opaque UUID, no name/PII column); enrollment_invitations/device tables use UUID-style opaque IDs throughout"
