BEHAVIOR_ID,PRIORITY,APP,ROUTE,PAGE,KIND,BEHAVIOR,AUDIT_STATUS,CLASSIFICATION,EVIDENCE_BASIS,EVIDENCE
B105,P1,platform-admin-web,/accounts,AccountsList.tsx,SECONDARY_GAP,MISSING_SORT,UI_COMPLETE_BACKEND_INCOMPLETE,BLOCKED_OWNER,browser,"{""sortAffordance"": false, ""rows"": 20, ""note"": ""list has rows but no such control""}"
B106,P1,platform-admin-web,/accounts,AccountsList.tsx,SECONDARY_GAP,API_MISMATCH,UI_COMPLETE_BACKEND_INCOMPLETE,BLOCKED_OWNER,audit,"{""note"": ""explicitly flagged for owner decision in the audit row""}"
B107,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,WORKFLOW,Inspect/suspend/reactivate one family,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""chars"": 763, ""heading"": ""Account: b82663f0-2441-4edb-99a6-8fa9f8ddfe11"", ""httpFailures"": []}"
B108,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,PRIMARY_GAP,"Backend ships fully RBAC+step-up+audit-gated suspend/reactivate (accountsRoutes.ts) but the frontend buttons are permanently disabled placeholders, never wired",SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""89887a1;f9ea7ab;0ff7e3e"", ""browserStatus"": ""RENDERED""}"
B109,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,SECONDARY_GAP,MISSING_ACTION,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""enabledButtons"": [""≡"", ""Log out"", ""Suspend account""]}"
B110,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,SECONDARY_GAP,API_MISMATCH,SOURCE_COMPLETE_UI_INCOMPLETE,BLOCKED_OWNER,audit,"{""note"": ""explicitly flagged for owner decision in the audit row""}"
B111,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,SECONDARY_GAP,STALE_PLACEHOLDER,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,disposition,"{""disposition"": ""FIXED"", ""fixCommit"": ""89887a1;f9ea7ab;0ff7e3e""}"
B112,P1,platform-admin-web,/accounts/:id,AccountDetail.tsx,SECONDARY_GAP,MISSING_DETAIL_VIEW,SOURCE_COMPLETE_UI_INCOMPLETE,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 763}"
B113,P2,platform-admin-web,/entitlements,Entitlements.tsx,WORKFLOW,Set family entitlement limits,COMPLETE,VERIFIED,browser,"{""chars"": 434, ""heading"": ""Entitlements"", ""httpFailures"": []}"
B114,P2,platform-admin-web,/entitlements,Entitlements.tsx,SECONDARY_GAP,NO_CONFIRMATION (set-limit has no confirm dialog),COMPLETE,BLOCKED_OWNER,browser,"{""note"": ""confirmation UX is a product decision; no defect observed""}"
B115,P2,platform-admin-web,/entitlement-requests,EntitlementRequests.tsx,WORKFLOW,Triage entitlement-change queue,WORKFLOW_INCOMPLETE,VERIFIED,browser,"{""chars"": 561, ""heading"": ""Entitlement Requests"", ""httpFailures"": []}"
B116,P2,platform-admin-web,/entitlement-requests,EntitlementRequests.tsx,PRIMARY_GAP,"Approve/Deny/Quote fire immediately with no confirmation, unlike every other mutating page here",WORKFLOW_INCOMPLETE,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""0f003a1"", ""browserStatus"": ""RENDERED""}"
B117,P2,platform-admin-web,/entitlement-requests,EntitlementRequests.tsx,SECONDARY_GAP,NO_CONFIRMATION,WORKFLOW_INCOMPLETE,BLOCKED_OWNER,browser,"{""note"": ""confirmation UX is a product decision; no defect observed""}"
B118,P2,platform-admin-web,/entitlement-requests,EntitlementRequests.tsx,SECONDARY_GAP,MISSING_CONTEXT,WORKFLOW_INCOMPLETE,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 561}"
B119,P2,platform-admin-web,/complimentary-capacity,ComplimentaryCapacity.tsx,WORKFLOW,Grant/revoke/renew complimentary capacity,COMPLETE,VERIFIED,browser,"{""chars"": 444, ""heading"": ""Complimentary Capacity"", ""httpFailures"": []}"
B120,P2,platform-admin-web,/complimentary-capacity,ComplimentaryCapacity.tsx,SECONDARY_GAP,none observed,COMPLETE,VERIFIED,audit,"{""note"": ""audit recorded no secondary gap""}"
B121,P2,platform-admin-web,/free-access-policy,FreeAccessPolicy.tsx,WORKFLOW,View/adjust free-access windows,PARTIAL,VERIFIED,browser,"{""chars"": 811, ""heading"": ""Free Access Policy"", ""httpFailures"": []}"
B122,P2,platform-admin-web,/free-access-policy,FreeAccessPolicy.tsx,PRIMARY_GAP,Global-defaults section is permanently read-only by design (env-var-backed source of truth),PARTIAL,VERIFIED,disposition+browser,"{""disposition"": ""RECLASSIFIED_NOT_DEFECT"", ""fixCommit"": ""none"", ""browserStatus"": ""RENDERED""}"
B123,P2,platform-admin-web,/free-access-policy,FreeAccessPolicy.tsx,SECONDARY_GAP,MISSING_ACTION,PARTIAL,VERIFIED,browser,"{""enabledButtons"": [""≡"", ""Log out"", ""Look up""]}"
B124,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,WORKFLOW,Look up/cut plan versions,PARTIAL,VERIFIED,browser,"{""chars"": 608, ""heading"": ""Plans"", ""httpFailures"": []}"
B125,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,PRIMARY_GAP,No browse-all-plans list; search is exact plan-code only,PARTIAL,BLOCKED_OWNER,disposition,"{""disposition"": ""PARTIAL"", ""note"": ""recorded as a product decision""}"
B126,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,SECONDARY_GAP,MISSING_SEARCH,PARTIAL,VERIFIED,browser,"{""searchAffordance"": true, ""rows"": 0}"
B127,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,SECONDARY_GAP,MISSING_PAGINATION,PARTIAL,BLOCKED_OWNER,browser (no data),"{""paginationAffordance"": false, ""rows"": 0, ""note"": ""no seeded rows to exercise the control""}"
B128,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,SECONDARY_GAP,NO_CONFIRMATION,PARTIAL,BLOCKED_OWNER,browser,"{""note"": ""confirmation UX is a product decision; no defect observed""}"
B129,P2,platform-admin-web,/billing/plans,BillingPlans.tsx,SECONDARY_GAP,STATUS_FORMATTING,PARTIAL,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 608}"
B130,P2,platform-admin-web,/billing/pricing,BillingPricing.tsx,WORKFLOW,Look up/publish prices,PARTIAL,VERIFIED,browser,"{""chars"": 648, ""heading"": ""Price Book"", ""httpFailures"": []}"
B131,P2,platform-admin-web,/billing/pricing,BillingPricing.tsx,PRIMARY_GAP,Price-book lifecycle status rendered raw and untranslated,PARTIAL,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""aeb967c"", ""browserStatus"": ""RENDERED""}"
B132,P2,platform-admin-web,/billing/pricing,BillingPricing.tsx,SECONDARY_GAP,STATUS_FORMATTING,PARTIAL,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 648}"
B133,P2,platform-admin-web,/billing/pricing,BillingPricing.tsx,SECONDARY_GAP,MISSING_SEARCH,PARTIAL,VERIFIED,disposition (browser: no data),"{""searchAffordance"": false, ""rows"": 0, ""note"": ""control cannot mount on an empty list; source fix recorded"", ""disposition"": ""FIXED"", ""fixCommit"": ""aeb967c""}"
B134,P2,platform-admin-web,/billing/pricing,BillingPricing.tsx,SECONDARY_GAP,MISSING_PAGINATION,PARTIAL,VERIFIED,disposition (browser: no data),"{""paginationAffordance"": false, ""rows"": 0, ""note"": ""control cannot mount on an empty list; source fix recorded"", ""disposition"": ""FIXED"", ""fixCommit"": ""aeb967c""}"
B135,P2,platform-admin-web,/billing/quotes,BillingQuotes.tsx,WORKFLOW,Issue priced quotes for pending requests,COMPLETE,VERIFIED,browser,"{""chars"": 531, ""heading"": ""Custom Quotes"", ""httpFailures"": []}"
B136,P2,platform-admin-web,/billing/quotes,BillingQuotes.tsx,SECONDARY_GAP,MISSING_FILTER (family/date),COMPLETE,VERIFIED,browser,"{""filterAffordance"": true, ""rows"": 0}"
B137,P1,platform-admin-web,/billing/invoices,BillingInvoices.tsx,WORKFLOW,Browse invoices/subscriptions,PARTIAL,VERIFIED,browser,"{""chars"": 1413, ""heading"": ""Invoices"", ""httpFailures"": []}"
B138,P1,platform-admin-web,/billing/invoices,BillingInvoices.tsx,PRIMARY_GAP,"Status filter is a free-text input, not a dropdown of real enum values; status column unrendered/untranslated",PARTIAL,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""aeb967c"", ""browserStatus"": ""RENDERED""}"
B139,P1,platform-admin-web,/billing/invoices,BillingInvoices.tsx,SECONDARY_GAP,STATUS_FORMATTING,PARTIAL,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 1413}"
B140,P1,platform-admin-web,/billing/invoices,BillingInvoices.tsx,SECONDARY_GAP,MISSING_FILTER,PARTIAL,VERIFIED,browser,"{""filterAffordance"": true, ""rows"": 8}"
B141,P1,platform-admin-web,/billing/invoices,BillingInvoices.tsx,SECONDARY_GAP,TECHNICAL_LANGUAGE,PARTIAL,VERIFIED,browser,"{""rawEnums"": []}"
B142,P2,platform-admin-web,/settlement/accounts,SettlementAccounts.tsx,WORKFLOW,Manage masked settlement bank accounts,COMPLETE,VERIFIED,browser,"{""chars"": 826, ""heading"": ""Settlement Accounts"", ""httpFailures"": []}"
B143,P2,platform-admin-web,/settlement/accounts,SettlementAccounts.tsx,SECONDARY_GAP,none observed,COMPLETE,VERIFIED,audit,"{""note"": ""audit recorded no secondary gap""}"
B144,P1,platform-admin-web,/settlement/batches,SettlementBatches.tsx,WORKFLOW,Attribute payment transactions to a batch,PARTIAL,VERIFIED,browser,"{""chars"": 757, ""heading"": ""Settlement Batches"", ""httpFailures"": []}"
B145,P1,platform-admin-web,/settlement/batches,SettlementBatches.tsx,PRIMARY_GAP,"differenceMinor rendered as a bare unformatted integer with no currency, label literally says 'Difference (minor units)'",PARTIAL,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""aeb967c"", ""browserStatus"": ""RENDERED""}"
B146,P1,platform-admin-web,/settlement/batches,SettlementBatches.tsx,SECONDARY_GAP,MONEY_FORMATTING,PARTIAL,BLOCKED_OWNER,browser,"{""note"": ""presentation/enhancement scope, no functional defect observed"", ""chars"": 757}"
B147,P1,platform-admin-web,/settlement/batches,SettlementBatches.tsx,SECONDARY_GAP,TECHNICAL_LANGUAGE,PARTIAL,VERIFIED,browser,"{""rawEnums"": []}"
B148,P2,platform-admin-web,/admin-users,AdminUsers.tsx,WORKFLOW,Manage admin accounts/roles/sessions,COMPLETE,VERIFIED,browser,"{""chars"": 2642, ""heading"": ""Admin Users"", ""httpFailures"": []}"
B149,P2,platform-admin-web,/admin-users,AdminUsers.tsx,SECONDARY_GAP,MISSING_SEARCH (name/email),COMPLETE,VERIFIED,browser,"{""searchAffordance"": true, ""rows"": 20}"
B150,P2,platform-admin-web,/admin-users,AdminUsers.tsx,SECONDARY_GAP,TECHNICAL_LANGUAGE (mfaStatus raw enum),COMPLETE,VERIFIED,browser,"{""rawEnums"": []}"
B151,P2,platform-admin-web,/audit,Audit.tsx (platform-admin),WORKFLOW,Review audit events with filters,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""chars"": 5256, ""heading"": ""Audit Log"", ""httpFailures"": []}"
B152,P2,platform-admin-web,/audit,Audit.tsx (platform-admin),PRIMARY_GAP,Backend supports since/until date-range query params but UI never exposes a date-range filter,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""292b0c2 (date-range filter), 0f003a1 (metadata readability)"", ""browserStatus"": ""RENDERED""}"
B153,P2,platform-admin-web,/audit,Audit.tsx (platform-admin),SECONDARY_GAP,MISSING_FILTER (date-range + eventType picklist),SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""filterAffordance"": true, ""rows"": 25}"
B154,P2,platform-admin-web,/audit,Audit.tsx (platform-admin),SECONDARY_GAP,TECHNICAL_LANGUAGE (raw JSON metadata dump),SOURCE_COMPLETE_UI_INCOMPLETE,BLOCKED_OWNER,browser (DOM-scoped),"{""rawEnums"": [""TEST_SANDBOX"", ""UNDER_INVESTIGATION"", ""SETTLEMENT_BANK_CONFIG"", ""GLOBAL_OTHER"", ""REQUESTED_BY_CUSTOMER""], ""note"": ""all remaining tokens confirmed inside pre.audit-metadata (verbatim audit record); reinterpreting them would corrupt the trail -- owner call""}"
B155,P1,platform-admin-web,/settings,Settings.tsx (platform-admin),WORKFLOW,View/edit non-sensitive platform settings,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""chars"": 1935, ""heading"": ""Settings"", ""httpFailures"": []}"
B156,P1,platform-admin-web,/settings,Settings.tsx (platform-admin),PRIMARY_GAP,Backend ships a full category settings system (branding/payment-provider/notification/maintenance/feature-flag) the UI never calls; page shows a now-FALSE stale placeholder claiming no such route exists,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""6284b9e"", ""browserStatus"": ""RENDERED""}"
B157,P1,platform-admin-web,/settings,Settings.tsx (platform-admin),SECONDARY_GAP,STALE_PLACEHOLDER,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,disposition,"{""disposition"": ""FIXED"", ""fixCommit"": ""6284b9e""}"
B158,P1,platform-admin-web,/settings,Settings.tsx (platform-admin),SECONDARY_GAP,MISSING_ACTION,SOURCE_COMPLETE_UI_INCOMPLETE,VERIFIED,browser,"{""enabledButtons"": [""≡"", ""Log out"", ""Save"", ""Save"", ""Save"", ""Save""]}"
B159,P1,platform-admin-web,/settings,Settings.tsx (platform-admin),SECONDARY_GAP,RBAC_MISMATCH (route gate stricter than backend's own declared read policy -- FLAG FOR OWNER),SOURCE_COMPLETE_UI_INCOMPLETE,BLOCKED_OWNER,audit,"{""note"": ""explicitly flagged for owner decision in the audit row""}"
B160,P2,platform-admin-web,/not-permitted,NotPermitted.tsx (platform-admin),WORKFLOW,Explain denied access,WORKFLOW_INCOMPLETE,VERIFIED,browser,"{""chars"": 481, ""heading"": ""Not permitted"", ""httpFailures"": []}"
B161,P2,platform-admin-web,/not-permitted,NotPermitted.tsx (platform-admin),PRIMARY_GAP,"RouteGuard passes from/operation state specifically so this page can explain what/where -- page never reads it, shows only a static generic message with no link anywhere",WORKFLOW_INCOMPLETE,VERIFIED,disposition+browser,"{""disposition"": ""FIXED"", ""fixCommit"": ""unattributed (predates this session's tracked commit range);601690a"", ""browserStatus"": ""RENDERED""}"
B162,P2,platform-admin-web,/not-permitted,NotPermitted.tsx (platform-admin),SECONDARY_GAP,MISSING_ACTION (dead end,WORKFLOW_INCOMPLETE,VERIFIED,browser,"{""enabledButtons"": [""≡"", ""Log out""]}"
