"REQUIREMENT_ID","WRITER","PRIMARY_DOMAIN","CURRENT_STATUS","SOURCE_PATHS","OWNERSHIP_STATE","HANDOFF_NOTE"
"PCA-FR-142","Coordinator","PCA-1;PCA-11","PARTIAL","Length=71","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-FR-143","Coordinator","PCA-10;PCA-11","PARTIAL","Length=40; Length=76","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-FR-144","Coordinator","PCA-11;PCA-13","PARTIAL","Length=112; Length=52","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-FR-145","Coordinator","PCA-13;PCA-15","PARTIAL","Length=113","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-FR-146","Coordinator","PCA-11;PCA-13","PARTIAL","Length=113","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-IOS-001","Writer81","PCA-15","SOURCE_COMPLETE","Length=131; Length=115; Length=65; Length=183","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-IOS-002","Writer81","PCA-15","PARTIAL","Length=521","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-IOS-003","Writer81","PCA-15","SOURCE_COMPLETE","Length=112; Length=146; Length=346","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-000","Coordinator","PCA-0","NOT_APPLICABLE","Length=44","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-001","Coordinator","PCA-17;PCA-11","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-002","Coordinator","PCA-17;PCA-11","PARTIAL","Length=131","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-003","Coordinator","PCA-17;PCA-11","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-004","Coordinator","PCA-17;PCA-11","PARTIAL","Length=88","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-005","Coordinator","PCA-17;PCA-11","SOURCE_COMPLETE","Length=172","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-006","Coordinator","PCA-17;PCA-11","SOURCE_COMPLETE","Length=197","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-007","Coordinator","PCA-17;PCA-11","SOURCE_COMPLETE","Length=87; Length=32","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-008","Coordinator","PCA-17;PCA-11","SOURCE_COMPLETE","Length=41; Length=61","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-009","Coordinator","PCA-17;PCA-11","SOURCE_COMPLETE","Length=40; Length=35","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-010","Coordinator","PCA-17","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-011","Coordinator","PCA-17","PARTIAL","Length=60","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-012","Writer74-76","PCA-17","SOURCE_COMPLETE","Length=122","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-013","Coordinator","PCA-17","SOURCE_COMPLETE","Length=55","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-014","Coordinator","PCA-17","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-015","Coordinator","PCA-17","SOURCE_COMPLETE","Length=34; Length=162","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-020","Coordinator","PCA-3;PCA-5","SOURCE_COMPLETE","Length=163","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-021","Coordinator","PCA-10","PARTIAL","Length=72","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-022","Coordinator","PCA-5;PCA-17","SOURCE_COMPLETE","Length=139","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-023","Coordinator","PCA-2;PCA-3","SOURCE_COMPLETE","Length=144","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-024","Coordinator","PCA-11","PARTIAL","Length=74; Length=54","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-025","Coordinator","PCA-11","PARTIAL","Length=72","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-030","Coordinator","PCA-8","SOURCE_COMPLETE","Length=108","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-031","Coordinator","PCA-2","SOURCE_COMPLETE","Length=112","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-032","Coordinator","PCA-5","PARTIAL","Length=87","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-033","Coordinator","PCA-2;PCA-15","SOURCE_COMPLETE","Length=180","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-034","Coordinator","PCA-2;PCA-15","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-040","Coordinator","PCA-16","PARTIAL","Length=222; Length=113","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-041","Coordinator","PCA-16","PARTIAL","Length=786","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-042","Coordinator","PCA-16","PARTIAL","Length=78","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-043","Coordinator","PCA-16","PARTIAL","Length=405","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-044","Coordinator","PCA-16","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-045","Coordinator","PCA-16","PARTIAL","Length=408","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-050","Coordinator","PCA-0","SOURCE_COMPLETE","Length=210","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-051","Coordinator","PCA-0;PCA-17","PARTIAL","Length=49; Length=54","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-052","Coordinator","PCA-0","SOURCE_COMPLETE","Length=90; Length=110","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-053","Coordinator","PCA-5;PCA-14","SOURCE_COMPLETE","Length=53; Length=113","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-054","Coordinator","PCA-0","PARTIAL","Length=91","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-060","Coordinator","PCA-17;PCA-10","PARTIAL","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-061","Coordinator","PCA-17;PCA-10","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-062","Coordinator","PCA-17;PCA-10","PARTIAL","Length=98","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-063","Coordinator","PCA-17;PCA-10","SOURCE_COMPLETE","Length=45; Length=143","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-NFR-064","Coordinator","PCA-17;PCA-10","SOURCE_COMPLETE","Length=46; Length=53; Length=41; Length=40","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-PRIV-001","Coordinator","PCA-8","PARTIAL","Length=110","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-PRIV-002","Coordinator","PCA-5;PCA-17","SOURCE_COMPLETE","Length=91; Length=96","CLOSED_SOURCE_RECONCILIATION","Coordinator independently reconciled accepted source and test evidence; validation and independent review remain separate gates."
"PCA-SEC-001","Coordinator","PCA-1","SOURCE_COMPLETE","Length=73; Length=102; Length=94","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-002","Coordinator","PCA-2","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-010","Coordinator","PCA-11","PARTIAL","Length=81; Length=74; Length=90","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-011","Coordinator","PCA-11","PARTIAL","Length=46; Length=50; Length=55","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-012","Coordinator","PCA-11","PARTIAL","Length=65; Length=46","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-013","Coordinator","PCA-11","PARTIAL","Length=50; Length=50; Length=55","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-014","Coordinator","PCA-12","PARTIAL","Length=192; Length=113","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-015","Coordinator","PCA-13;PCA-15","SOURCE_COMPLETE","Length=46; Length=163; Length=45","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-017","Coordinator","PCA-11","PARTIAL","Length=67; Length=73","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-018","Coordinator","PCA-13;PCA-15","SOURCE_COMPLETE","Length=46; Length=130; Length=47","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-019","Coordinator","PCA-11","PARTIAL","Length=50","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-020","Coordinator","PCA-13;PCA-15","PARTIAL","Length=50; Length=78; Length=39","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-021","Coordinator","PCA-11","SOURCE_COMPLETE","Length=42; Length=50; Length=47","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-022","Coordinator","PCA-11","PARTIAL","Length=120","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-023","Coordinator","PCA-17","SOURCE_COMPLETE","Length=45; Length=36; Length=134","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-024","Coordinator","PCA-13;PCA-15","NOT_APPLICABLE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-025","Coordinator","PCA-2","PARTIAL","Length=77","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-SEC-026","Coordinator","PCA-12","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-001","Writer74","PCA-10","PARTIAL","Length=249","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-002","Writer74","PCA-1;PCA-10","SOURCE_COMPLETE","Length=161","CLOSED_SOURCE_IMPLEMENTATION","Coordinator implemented and independently reconciled the hash-derived display-only fallback identifier; validation and manual redemption remain separate gates."
"PCA-ADD-ENR-003","Writer74","PCA-1;PCA-10","SOURCE_COMPLETE","Length=157","CLOSED_SOURCE_IMPLEMENTATION","Coordinator implemented and independently reconciled the hash-derived display-only fallback identifier; validation and manual redemption remain separate gates."
"PCA-ADD-ENR-004","Writer74","PCA-1","SOURCE_COMPLETE","Length=359","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-005","Writer74","PCA-1","SOURCE_COMPLETE","backend/migrations/0016_invitation_lifecycle_states.sql; backend/src/invitation/types.ts; backend/src/invitation/InvitationService.ts; backend/src/invitation/MySqlInvitationRepository.ts","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-006","Writer74","PCA-1","SOURCE_COMPLETE","backend/src/invitation/InvitationService.ts; backend/src/invitation/InvitationRepository.ts","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-007","Writer74","PCA-10","SOURCE_COMPLETE","Length=339","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-008","Writer74","PCA-1;PCA-2","PARTIAL","android/app/src/main/AndroidManifest.xml; android/app/src/main/java/org/pca/app/enrollment/EnrollmentDeepLinkConfig.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentLinkParser.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentCoordinator.kt","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-009","Writer74","PCA-2","NOT_STARTED","Length=168","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-010","Writer74","PCA-15","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-011","Writer74","PCA-10;PCA-16","PARTIAL","Length=83","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-012","Writer74","PCA-10;PCA-13","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-013","Writer74","PCA-10;PCA-11;PCA-13","PARTIAL","Length=232","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-014","Writer74","PCA-13","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-015","Writer74","PCA-13;PCA-17","SOURCE_COMPLETE","Length=119","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-016","Writer74","PCA-10;PCA-11;PCA-13","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-017","Writer74","PCA-10;PCA-11","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-018","Writer74","PCA-11;PCA-13","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-019","Writer74","PCA-2;PCA-10;PCA-13;PCA-15","PARTIAL","Length=80; Length=59; Length=67; Length=30; Length=34; Length=48; Length=32","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-020","Writer74","PCA-11;PCA-13","NOT_STARTED","Length=147","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-021","Writer74","PCA-10;PCA-13;PCA-15","NOT_STARTED","Length=163","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-022","Writer74","PCA-1;PCA-11","SOURCE_COMPLETE","Length=297","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-023","Writer74","PCA-1","SOURCE_COMPLETE","backend/src/invitation/MySqlInvitationRepository.ts; backend/migrations/0016_invitation_lifecycle_states.sql; backend/src/invitation/InvitationService.ts; backend/src/invitation/InvitationRepository.ts","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-024","Writer74","PCA-1;PCA-11;PCA-13","PARTIAL","Length=207","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-ENR-025","Writer74","PCA-1;PCA-2;PCA-10;PCA-11;PCA-13;PCA-15","NOT_STARTED","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-001","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=146","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-002","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=106","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-003","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=50","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-004","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=28","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-005","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=62","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-006","Writer76","PCA-PA-1","PARTIAL","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-007","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=56","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-008","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=44","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-009","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=62","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-010","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=64","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-011","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=28","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-012","Writer76","PCA-PA-1","SOURCE_COMPLETE","","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-013","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=62","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-014","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=39","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-015","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=44","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-016","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=58","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-017","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=68; Length=64","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-018","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=62","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-019","Writer76","PCA-PA-1","SOURCE_COMPLETE","Length=61","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-020","Writer76","PCA-PA-1","PARTIAL","Length=58","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-021","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=116","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-022","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=123","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-023","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=54","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-024","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=143","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-025","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=67","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-026","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=73","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-027","Writer76","PCA-PA-2","PARTIAL","Length=64","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
"PCA-ADD-PA-028","Writer76","PCA-PA-2","SOURCE_COMPLETE","Length=67","ASSIGNED_FOR_R3_TRIAGE","Writer owns evidence-backed implementation or explicit gate escalation; Coordinator owns cross-domain reconciliation"
