"FILE","LINE","TERMS","VISIBILITY","TERMINOLOGY_RESULT","REQUIREMENT_ID","NOTE"
"parent-web\src\i18n\locales\en.json","620","family; family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"parent-web\src\i18n\locales\en.json","642","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\persistence_strings.xml","10","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\persistence_strings.xml","14","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\persistence_strings.xml","15","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\runtime_strings.xml","3","Child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-RUNTIME-ANDROID-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\runtime_strings.xml","40","Family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\runtime_strings.xml","66","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\runtime_strings.xml","76","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","40","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","82","Child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","83","Child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","89","Family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","114","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","116","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","117","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","121","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","128","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","134","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","137","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","138","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","182","Child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","197","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","198","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","205","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-ANDROID-ENROLLMENT-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","207","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","213","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","215","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","218","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","223","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","229","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","230","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","235","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","242","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-FR-140","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","244","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","258","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-WEB-RUNTIME-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","262","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","264","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","265","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","267","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","268","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\strings.xml","300","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-FR-054","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\themes.xml","2","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","3","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-RUNTIME-WELL-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","4","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","10","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","12","Family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","15","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","16","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","20","parent; parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","22","family","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","24","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values\wellbeing_control_strings.xml","25","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\persistence_strings.xml","14","طفل","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\persistence_strings.xml","15","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\runtime_strings.xml","3","Child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-RUNTIME-ANDROID-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\runtime_strings.xml","40","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","44","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","84","طفل","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","85","طفل","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","91","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","119","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","139","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","140","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","203","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","204","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","211","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-ANDROID-ENROLLMENT-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","213","والد; والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","219","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","220","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","222","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","227","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","230","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","231","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","236","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","244","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","257","child","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-WEB-RUNTIME-1","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","261","العائلة","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEW_REQUIRED_CHILDREN_NAMING_POLICY","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","263","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","264","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","266","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","267","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\strings.xml","299","parent","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","PCA-FR-054","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
"android\app\src\main\res\values-ar\wellbeing_control_strings.xml","13","والد","USER_VISIBLE_LOCALE_OR_RUNTIME_STRING","REVIEWED_CHILD_RELATED_TERM","","User-visible wording must follow the approved Children policy; internal technical family terms may remain internal"
